id,network_arc_id,short_code,name,description,subtype,entity_type_id,schematic_type_id,hydrologic_region_id,boundary_condition,from_node,to_node,length_m,has_tiers,is_main,has_gis_data,entity_version_id,source_ids,watershed_short_code,unimp_sv_variable,has_mif,has_eflows,channel_class,is_active,created_at,created_by,updated_at,updated_by
1414,C_AMR020,American River,,Stream,2,1,1,,AMR020,AMR017,5511.65792080827,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1415,C_ANC000,,,,2,1,,,,,,,,False,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1416,C_ANG010,Angels Creek,,Stream,2,1,2,,,,,,,False,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1417,C_ANG014,Angels Creek,,Stream,2,1,2,,ANG014,STS072,23008.2953298029,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1418,C_ANG017,Angels  Creek,,Stream,2,1,2,,ANG017,ANG015,4568.73066044978,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1419,C_ANT011,Antelope Creek,,Stream,2,1,1,,ANT011,ANT010,2259.63860313049,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1420,C_ASL013,Ash Slough,,Stream,2,1,2,,ASL013,EBP022,20663.2532240635,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1421,C_BCC004,Big Chico Creek,,Stream,2,1,1,,BCC004,SAC196,6437.37603144149,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1422,C_BCC012,Big Chico Creek,,Stream,2,1,1,,BCC012,BCC006,9656.0640280873,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1423,C_BCK006,Bear Creek,,Stream,2,1,2,,BCK006,EBP048,9656.08334951595,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1424,C_BCK017,Bear Creek,,Stream,2,1,2,,BCK017,BCK010,11265.4304687753,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1425,C_BCK031,Bear Creek,,Stream,2,1,2,,BCK031,BCK024,11265.4304733647,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1426,C_BCK035,Bear Creek,,Stream,2,1,2,,BCK035,BCK033,2592.41776276704,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1427,C_BCM003,Bear Creek (Mokelumne),,Stream,2,1,2,,BCM003,MFM008,4305.86073459881,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1428,C_BCN010,Bear Creek (North),,Stream,2,1,1,,BCN010,BCN005,8046.70391393193,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1429,C_BEC000,Bear River Canal,,Canal,2,1,1,,BEC000,BEC021,34240.4166642802,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1430,C_BEC022,Halsey PH Penstock,,Canal,2,1,1,,BEC022,BEC024,2064.26734890472,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1431,C_BGC002,Big Grizzly Creek,,Stream,2,1,1,,BGC002,MFF088,2522.20247517771,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1432,C_BLKBT,Stony Creek,,Stream,2,1,1,,BLKBT,STN026,596.803692112069,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1433,C_BLUMD,,,Stream,2,1,2,,BLUMD,SLTSP,6694.50688200438,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1434,C_BOWMN_PWR,Canyon Creek Power,,Stream,2,1,1,,,,,,,False,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1435,C_BRC002,Bear Creek,,Stream,2,1,1,,BRC002,CCH058,2613.51391164739,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1436,C_BRR004,Bear River,,Stream,2,1,1,,BRR004,FTR012,6439.2582590619,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1437,C_BRR017,Bear River,,Stream,2,1,1,,BRR017,BRR011,8660.30974841533,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1438,C_BRR028,Bear River,,Stream,2,1,1,,BRR028,BRR023,7698.39776671299,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1439,C_BRR049,Bear River,,Stream,2,1,1,,BRR049,CMBIE,20288.111475987,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1440,C_BRR050_PGE,Bear River PGE,,,2,1,1,,,,,,,False,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1441,C_BRR060,Bear River,,Stream,2,1,1,,BRR060,RLLNS,16747.8591780965,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1442,C_BRR066,Bear River,,Stream,2,1,1,,BRR066,BRR061,8054.78382034604,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1443,C_BRR072,Bear River,,Stream,2,1,1,,BRR072,BRR067,8437.15964876272,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1444,C_BRR074,Bear River,,Stream,2,1,1,,BRR074,BRR073,1564.29360574516,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1445,C_BRT003,Bear River Tunnel,,,2,1,1,,,,,,,False,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1446,C_BRV002,Bear River (Mokelumne),,Stream,2,1,2,,BRV002,NFM024,2427.22033761959,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1447,C_BRV005,Bear River (Mokelumne),,Stream,2,1,2,,BRV005,BRV003,6162.24558248032,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1448,C_BSC000,Bowman-Spaulding Conduit,,Canal,2,1,1,,BSC000,BSC005,7616.93894606172,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1449,C_BSC009,Bowman-Spaulding Conduit,,Canal,2,1,1,,BSC009,BSC010,219.557003071551,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1450,C_BSC011,Bowman-Spaulding Conduit,,Canal,2,1,1,,BSC011,SPLDG,673.504205786377,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1451,C_BSH003,Brush Creek,,Stream,2,1,1,,BSH003,BSH002,107.430613784173,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1452,C_BSL001B,Butte Slough,,Stream,2,1,1,,BSL001,BSL004,4942.52875777672,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1453,C_BTC003,Butte Creek,,Stream,2,1,1,,BTC003,BSL001,5452.40455501291,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1454,C_BTC012,Butte Creek,,Stream,2,1,1,,BTC012,BTC007,8125.69499578106,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1455,C_BTC016,Butte Creek,,Stream,2,1,1,,BTC016,BTC015,1820.68586298208,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1456,C_BTC018,Butte Creek,,Stream,2,1,1,,BTC018,BTC017,2049.3266582552,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1457,C_BTC029,Butte Creek,,Stream,2,1,1,,BTC029,BTC024,8046.81793909944,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1458,C_BTC036,Butte Creek,,Stream,2,1,1,,BTC036,BTC032,7286.49313840663,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1459,C_BTC043,Butte Creek,,Stream,2,1,1,,BTC043,BTC041,3083.98477401356,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1460,C_BTC048,Butte Creek,,Stream,2,1,1,,BTC048,BTC045,4898.24213025656,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1461,C_BTL006,Battle Creek,,Stream,2,1,1,,BTL006,SAC269,9267.31746488793,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1462,C_BTT007,Butt Creek,,Stream,2,1,1,,BTT007,BTVLY,7868.52750405435,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1463,C_BUCKS,Bucks Creek,,Stream,2,1,1,,BUCKS,LBUCK,2096.79250156334,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1464,C_BUR005,Burns Creek,,Stream,2,1,2,,BUR005,BCK033,7378.28926928464,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1465,C_BVT000,Butt Valley Tunnel,,,2,1,1,,,,,,,False,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1466,C_BVT003,Butt Valley Tunnel,,Stream,2,1,1,,BVT003,BTT007,344.370332791627,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1467,C_CAA002,California Aqueduct,,Canal,2,1,2,,CAA002,CAA003,2031.06995355134,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1468,C_CAA003_DELTA,"California Aqueduct, Delta",,Canal,2,1,2,,,,,,,False,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1469,C_CAA003_SWP,"California Aqueduct, Banks export for SWP",,Canal,8,1,2,DELTA,,,,,,,,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1470,C_CAA003_CVP,"California Aqueduct, Banks export for CVP",,Canal,8,1,2,DELTA,,,,,,,,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1471,C_CAA005,California Aqueduct,,Canal,2,1,2,,CAA005,CAA006,2232.08611450962,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1472,C_CAA009,California Aqueduct,,Canal,2,1,2,,CAA009,CAA012,4910.81421044717,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1473,C_CAA024,California Aqueduct,,Canal,2,1,2,,CAA024,CAA046,35470.6385194384,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1474,C_CAA051,California Aqueduct,,Canal,2,1,2,,CAA051,CAA066,23528.7699784932,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1475,C_CAA067,California Aqueduct,,Canal,2,1,2,,CAA067,CAA069,3546.23386943811,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1476,C_CAA069_CVP,California Aqueduct 69 CVP,,,2,1,2,,,,,,,False,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1477,C_CAA069_SWP,California Aqueduct 69 SWP,,,2,1,2,,,,,,,False,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1478,C_CAA071,California Aqueduct,,Canal,2,1,2,,CAA071,CAA087,25525.3816623905,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1479,C_CAA087_CVP,California Aqueduct 87 CVP,,,2,1,2,,,,,,,False,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1480,C_CAA087_SWP,California Aqueduct 87 SWP,,,2,1,2,,,,,,,False,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1481,C_CAA095,California Aqueduct,,Canal,2,1,2,,CAA095,CAA109,21653.9325325102,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1482,C_CAA143,California Aqueduct,,Canal,2,1,2,,CAA143,CAA155,20135.1479540139,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1483,C_CAA156,California Aqueduct,,Canal,2,1,2,,CAA156,CAA165,13104.761800835,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1484,C_CAA172,California Aqueduct,,Canal,2,1,2,,CAA172,,1768.36935909101,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1485,C_CBC000,Combie Ophir Canal,,Canal,2,1,1,,CBC000,CBC001,1242.02426785417,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1486,C_CBD001,Colusa Basin Drainage Canal,,Canal,2,1,1,,CBD001,CBD000,619.077621773001,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1487,C_CBD012,Colusa Basin Drainage Canal,,Canal,2,1,1,,CBD012,CBD005,11210.1018032915,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1488,C_CBD023,Colusa Basin Drainage Canal,,Canal,2,1,1,,CBD023,CBD018,8046.72004050017,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1489,C_CBD031,Colusa Basin Drainage Canal,,Canal,2,1,1,,CBD031,CBD028,5607.8451790205,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1490,C_CBD038,Colusa Basin Drainage Canal,,Canal,2,1,1,,CBD038,CBD037,850.966415122549,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1491,C_CBD044,Colusa Basin Drainage Canal,,Canal,2,1,1,,CBD044,CBD041,4828.03195479992,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1492,C_CBD050,Colusa Basin Drainage Canal,,Canal,2,1,2,,,,,,,False,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1493,C_CBD052,Colusa Basin Drainage Canal,,Canal,2,1,3,,,,,,,False,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1494,C_CBD055,Colusa Basin Drainage Canal,,Canal,2,1,4,,,,,,,False,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1495,C_CCH003,Cache Creek,,Stream,2,1,1,,CCH003,YBP032,4828.03198925103,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1496,C_CCH012,Cache Creek,,Stream,2,1,1,,CCH012,CCH006,10342.6264774848,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1497,C_CCH023,Cache Creek,,Stream,2,1,1,,CCH023,CCH017,9656.06387736875,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1498,C_CCH032,Cache Creek,,Stream,2,1,1,,CCH032,CCH030,2871.31625672371,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1499,C_CCH053,Cache Creek,,Stream,2,1,1,,CCH053,CCH052,2052.34428458469,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1500,C_CCH075,Cache Creek,,Stream,2,1,1,,CCH075,CCH058,26673.3066693299,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1501,C_CCK007,East Canal,,Canal,2,1,1,,CCK007,ABN000,4531.08550000004,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1502,C_CCK036,Coon Creek,,Stream,2,1,1,,CCK036,CCK022,23637.3194142117,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1503,C_CCS009,Canyon Creek (South),,Stream,2,1,1,,CCS009,SFY033,15216.837349488,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1504,C_CCT011,Clear Creek Tunnel Outfall,,Canal,2,1,1,,CCT011,CLR025,126.974539596145,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1505,C_CGT005,Colgate Tunnel/Penstock,,Canal,2,1,1,,CGT005,CGT006,657.191113409584,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1506,C_CHCGO,Port Chicago,,Stream,2,1,1,,CHCGO,N/A,1990.57849999983,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1507,C_CHW006,Chowchilla River,,Stream,2,1,2,,CHW006,EBP030,9656.08334502,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1508,C_CHW017,Chowchilla River,,Stream,2,1,2,SJR,CHW017,CHW011,9273.4609616606,,,True,1,1,"{1,3,4}",,,False,False,canal,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1509,C_CHW024,Chowchilla River,,Stream,2,1,2,,CHW024,CHW021,4828.04160826174,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1510,C_CHW031,Chowchilla River,,Stream,2,1,2,,CHW031,CHW028,5941.77327980239,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1511,C_CHY000,Cherry Creek,,Stream,2,1,2,,CHY000,TUO103,1161.01032946118,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1512,C_CHY006,Cherry Creek ,,Stream,2,1,2,,CHY006,CHY001,3050.12976562506,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1513,C_CHY011,Cherry Creek from CHY011 to Eleanor Creek inflow.,,Stream,2,1,2,,CHY011,CHY007,6204.39919308815,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1514,C_CLR011,Clear Creek,,Stream,2,1,1,,CLR011,CLR009,2587.44426525652,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1515,C_CLRLK,Cache Creek/Lower Lake,,Stream,2,1,1,,CLRLK,CCH083,4976.08996319618,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1516,C_CLV006,Calaveras River,,Stream,2,1,2,,CLV006,CLV004,2782.33855899436,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1517,C_CLV010,Calaveras River,,Stream,2,1,2,,CLV010,CLV009,1609.34716308768,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1518,C_CLV023,Calaveras River,,Stream,2,1,2,,CLV023,CLV016,11265.4304987409,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
1519,C_CLV028,Calaveras River,,Stream,2,1,2,,CLV028,CLV026,2988.44525954439,,,True,1,1,"{1,3,4}",,,False,False,,True,2026-03-02 22:32:41.817242+00:00,2,2026-03-02 22:32:41.817242+00:00,2
