id,calsim_id,name,description,channel_entity_id,variable_purpose,flow_type,unit_id,temporal_scale_id,variable_version_id,is_regulatory,regulatory_authority,outcome_category_short_code,variable_id,created_by,updated_by
83,C_BRR074,Bear River,,83,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
84,C_BRS018,Berenda Slough,,84,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
85,C_BRT003,,,85,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
86,C_BRV002,Bear River (Mokelumne),,86,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
87,C_BRV003,Bear River (Mokelumne),,87,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
88,C_BRV005,Bear River (Mokelumne),,88,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
89,C_BRYSA,Putah Creek,,89,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
90,C_BSC000,Bowman+AC0-Spaulding Conduit,,90,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
91,C_BSC005,Bowman+AC0-Spaulding Conduit,,91,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
92,C_BSC009,Bowman+AC0-Spaulding Conduit,,92,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
93,C_BSC010,Bowman+AC0-Spaulding Conduit,,93,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
94,C_BSC011,Bowman+AC0-Spaulding Conduit,,94,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
95,C_BSC011_PGE,,,95,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
96,C_BSH002,Brush Creek,,96,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
97,C_BSH003,Brush Creek,,97,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
98,C_BSL001A,Butte Slough,,98,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
99,C_BSL001B,Butte Slough,,99,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
100,C_BSL004,Butte Slough,,100,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
101,C_BTC003,Butte Creek,,101,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
102,C_BTC007,Butte Creek,,102,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
103,C_BTC012,Butte Creek,,103,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
104,C_BTC015,Butte Creek,,104,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
105,C_BTC016,Butte Creek,,105,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
106,C_BTC017,Butte Creek,,106,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
107,C_BTC018,Butte Creek,,107,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
108,C_BTC024,Butte Creek,,108,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
109,C_BTC029,Butte Creek,,109,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
110,C_BTC032,Butte Creek,,110,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
111,C_BTC036,Butte Creek,,111,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
112,C_BTC041,Butte Creek,,112,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
113,C_BTC043,Butte Creek,,113,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
114,C_BTC045,Butte Creek,,114,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
115,C_BTC048,Butte Creek,,115,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
116,C_BTC060,Butte Creek,,116,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
117,C_BTL006,Battle Creek,,117,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
118,C_BTN007,Belden Tunnel,,118,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
119,C_BTT007,Butt Creek,,119,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
120,C_BTVLY,Butt Creek,,120,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
121,C_BUCKS,Bucks Creek,,121,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
122,C_BUK007,Bucks Creek,,122,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
123,C_BUR005,Burns Creek,,123,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
124,C_BVC007,Beaver Creek (Stanislaus),,124,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
125,C_BVD000,,,125,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
126,C_BVT000,Butt Valley Tunnel/Penstock/Powerhouse,,126,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
127,C_BVT003,Butt Valley Tunnel/Penstock/Powerhouse,,127,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
128,C_CAA000,California Aqueduct,,128,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
129,C_CAA002,California Aqueduct,,129,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
130,C_CAA003,California Aqueduct,,130,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
131,C_CAA003_DELTA,,,131,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
132,C_CAA005,California Aqueduct,,132,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
133,C_CAA006,California Aqueduct,,133,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
134,C_CAA009,California Aqueduct,,134,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
135,C_CAA012,California Aqueduct,,135,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
136,C_CAA024,California Aqueduct,,136,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
137,C_CAA046,California Aqueduct,,137,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
138,C_CAA051,California Aqueduct,,138,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
139,C_CAA066,California Aqueduct,,139,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
140,C_CAA067,California Aqueduct,,140,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
141,C_CAA067_CVP,,,141,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
142,C_CAA067_SWP,,,142,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
143,C_CAA069,California Aqueduct,,143,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
144,C_CAA069_CVP,,,144,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
145,C_CAA069_SWP,,,145,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
146,C_CAA071,California Aqueduct,,146,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
147,C_CAA087,California Aqueduct,,147,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
148,C_CAA087_CVP,,,148,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
149,C_CAA087_SWP,,,149,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
150,C_CAA095,California Aqueduct,,150,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
151,C_CAA109,California Aqueduct,,151,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
152,C_CAA143,California Aqueduct,,152,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
153,C_CAA155,California Aqueduct,,153,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
154,C_CAA156,California Aqueduct,,154,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
155,C_CAA165,California Aqueduct,,155,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
156,C_CAA172,California Aqueduct,,156,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
157,C_CAA172_CVP,,,157,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
158,C_CAA172_SWP,,,158,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
159,C_CAA173,California Aqueduct,,159,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
160,C_CAA181,California Aqueduct,,160,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
161,C_CAA183,California Aqueduct,,161,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
162,C_CAA184,California Aqueduct,,162,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
163,C_CAA185,California Aqueduct,,163,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
164,C_CAA194,California Aqueduct,,164,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
165,C_CAA207,California Aqueduct,,165,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
166,C_CAA210,California Aqueduct,,166,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
167,C_CAA220,California Aqueduct,,167,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
168,C_CAA238,California Aqueduct,,168,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
169,C_CAA239,California Aqueduct,,169,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
170,C_CAA240,California Aqueduct,,170,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
171,C_CAA241,California Aqueduct,,171,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
172,C_CAA242,California Aqueduct,,172,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
173,C_CAA245,California Aqueduct,,173,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
174,C_CAA262,California Aqueduct,,174,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
175,C_CAA278,California Aqueduct,,175,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
176,C_CAA279,California Aqueduct,,176,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
177,C_CAA280,California Aqueduct,,177,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
178,C_CAA293,California Aqueduct,,178,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
179,C_CAA305,California Aqueduct,,179,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
180,C_CAPLS,Caples Creek,,180,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
181,C_CBC000,Combie Ophir Canal,,181,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
182,C_CBD000,Colusa Basin Drainage Canal,,182,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
183,C_CBD001,Colusa Basin Drainage Canal,,183,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
184,C_CBD005,Colusa Basin Drainage Canal,,184,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
185,C_CBD012,Colusa Basin Drainage Canal,,185,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
186,C_CBD018,Colusa Basin Drainage Canal,,186,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
187,C_CBD023,Colusa Basin Drainage Canal,,187,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
188,C_CBD028,Colusa Basin Drainage Canal,,188,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
189,C_CBD031,Colusa Basin Drainage Canal,,189,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
190,C_CBD037,Colusa Basin Drainage Canal,,190,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
191,C_CBD038,Colusa Basin Drainage Canal,,191,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
192,C_CBD041,Colusa Basin Drainage Canal,,192,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
193,C_CBD044,Colusa Basin Drainage Canal,,193,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
194,C_CBD049,Colusa Basin Drainage Canal,,194,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
195,C_CBD050,Colusa Basin Drain,,195,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
196,C_CBD052,Colusa Basin Drain,,196,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
197,C_CBD055,Colusa Basin Drain,,197,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
198,C_CCC004,Contra Costa Canal,,198,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
199,C_CCC007,Contra Costa Canal,,199,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
200,C_CCH003,Cache Creek,,200,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
201,C_CCH006,Cache Creek,,201,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
202,C_CCH012,Cache Creek,,202,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
203,C_CCH017,Cache Creek,,203,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
204,C_CCH023,Cache Creek,,204,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
205,C_CCH030,Cache Creek,,205,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
206,C_CCH032,Cache Creek,,206,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
207,C_CCH052,Cache Creek,,207,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
208,C_CCH053,Cache Creek,,208,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
209,C_CCH058,Cache Creek,,209,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
210,C_CCH075,Cache Creek,,210,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
211,C_CCH083,Cache Creek,,211,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
212,C_CCK007,East Canal,,212,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
213,C_CCK022,Coon Creek,,213,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
214,C_CCK036,Coon Creek,,214,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
215,C_CCK038,Coon Creek,,215,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
216,C_CCS009,Canyon Creek (South),,216,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
217,C_CCS010,Canyon Creek (South),,217,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
218,C_CCT011,Clear Creek Tunnel Outfall,,218,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
219,C_CFS001,Clark Fork Stanislaus River,,219,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
220,C_CGT005,Colgate Tunnel/Penstock,,220,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
221,C_CGT006,Colgate Tunnel/Penstock,,221,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
222,C_CHCGO,Port Chicago,,222,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
223,C_CHIPPS,Sacramento River,,223,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
224,C_CHW006,Chowchilla River,,224,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
225,C_CHW011,Chowchilla River,,225,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
226,C_CHW017,Chowchilla River,,226,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
227,C_CHW021,Chowchilla River,,227,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
228,C_CHW024,Chowchilla River,,228,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
229,C_CHW028,Chowchilla River,,229,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
230,C_CHW031,Chowchilla River,,230,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
231,C_CHW037,Chowchilla River,,231,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
232,C_CHY000,Cherry Creek,,232,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
233,C_CHY001,Cherry Creek,,233,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
234,C_CHY006,Cherry Creek ,,234,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
235,C_CHY007,Cherry Creek,,235,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
236,C_CHY011,Cherry Creek from CHY011 to Eleanor Creek inflow.,,236,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
237,C_CLLOYD,Cherry Creek below the dam.,,237,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
238,C_CLR009,Clear Creek,,238,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
239,C_CLR011,Clear Creek,,239,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
240,C_CLR025,Clear Creek,,240,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
241,C_CLRLK,Cache Creek/Lower Lake,,241,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
242,C_CLV004,Calaveras River,,242,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
243,C_CLV006,Calaveras River,,243,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
244,C_CLV009,Clavey River,,244,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
245,C_CLV010,Calaveras River,,245,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
246,C_CLV016,Calaveras River,,246,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
247,C_CLV023,Calaveras River,,247,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
248,C_CLV026,Calaveras River,,248,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
249,C_CLV028,Calaveras River,,249,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
250,C_CLV035,Calaveras River,,250,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
251,C_CLV037,Calaveras River,,251,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
252,C_CLV043,Calaveras River,,252,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
253,C_CLV044,Calaveras River,,253,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
254,C_CMBIE,Bear River,,254,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
255,C_CMCHE,Mokelumne River,,255,scenario_flow,main_channel,2,3,1,false,,reservoir_operations,,1,1
